"Raf","Mek","PLCg","PIP2","PIP3","Erk","Akt","PKA","PKC","p38","JNK"
5.17048399503815,5.68357976733868,5.82008293035236,6.46769872610435,2.27521389619791,2.91235066461494,4.61512051684126,1.79009141212736,4.53367418428302,6.22455842927536,4.95582705760126
4.83628190695148,5.31811999384422,5.0998664278242,5.73009978297357,0.928219302739429,4.59612944133594,6.72743172485086,2.82137888640921,7.21376830811864,8.76966250811227,7.65444322647011
6.07073772800249,6.56526497003536,5.4510384535657,6.04500531403601,2.15871472257434,3.17387845893747,5.01063529409626,1.13462272619114,4.5152454784601,6.18826412308259,5.30826769740121
5.08140436498446,5.51342874616498,5.89164421182577,6.49375383985169,1.8531680973567,4.24563400976833,6.22455842927536,2.19499988231411,7.21376830811864,8.84159284680318,8.46379241468912
5.01727983681492,5.54907608489522,4.53367418428302,5.14749447681345,2.66025953726586,3.85014760171006,5.97126183979046,3.27336401015227,4.24563400976833,6.04500531403601,6.03548143252476
6.35957386867238,6.94408720822953,5.50533153593236,6.65544035036765,3.49953328238302,3.89385903480047,5.76519110278484,2.36085400111802,3.4904285153901,5.10594547390058,4.87519732320115
5.72031177660741,6.18001665365257,7.27655640271871,7.67229245562876,4.49758497530815,3.63495111208838,5.45958551414416,2.25758772706331,5.51342874616498,7.26752542782817,6.62007320653036
5.44241771052179,6.01615715969835,5.47646355193151,6.02586597382531,2.2935443483419,3.44361809754611,5.52146091786225,1.03318448334565,4.40671924726425,6.24222326545517,4.94875989037817
7.46565531013406,7.72621265050753,4.59612944133594,5.21493575760899,1.67335123817775,3.87743156065853,5.91889385427315,1.88858365386359,5.97126183979046,7.68109900153636,6.79122146272619
5.25227342804663,5.62040086571715,5.5683445037611,6.19644412779452,1.10525683138678,3.48124008933569,5.16478597392351,1.98787434815435,3.56953269648137,5.32300997913841,6.58340922215876
6.18001665365257,6.57507584059962,6.92559519711047,7.50163445788341,4.254193263164,4.41642806139121,6.29526600143965,1.68268837417369,3.6163087612791,5.37063802812766,6.58340922215876
