"Raf","Mek","PLCg","PIP2","PIP3","Erk","Akt","PKA","PKC","p38","JNK"
2.68102152871429,2.92316158071916,1.15057202759882,1.73518911773966,2.94968833505258,3.05870707271538,3.49953328238302,5.73009978297357,0,0.500775287912489,1.45628673293993
2.84490938381941,3.67882911826043,1.38629436111989,2.70136121295141,3.16547504814109,3.13983261752775,3.53514535417189,5.79301360838414,0.139761942375159,1.69009581545155,1.03318448334565
2.76000994003292,2.71469474382088,0.845868267577609,5.36129216570943,3.20274644293832,2.89591193827178,3.26575941076705,5.65599181081985,3.24649099190117,3.7864597824528,1.13462272619114
2.23964529322017,2.68784749378469,0.113328685307003,0,0.00995033085316809,2.14124194258528,3.34638914516716,7.0604763659998,0.0582689081239758,2.55722731136763,1.4747630091075
2.28442112236637,1.79840401194672,1.4747630091075,2.84490938381941,2.82137888640921,2.63188884013665,2.9391619220656,6.13339804299665,1.84371920815877,2.35137525716348,1.57484646766448
2.26695791535089,2.36085400111802,0,5.53338948872752,3.75887182593397,2.31253542384721,2.9391619220656,6.64639051484773,1.16002091679675,0.00995033085316809,2.57261223020711
3.51749783735832,2.97552956623647,2.97552956623647,3.35340671782581,2.10413415427021,2.04122032885964,2.19499988231411,6.27852142416584,3.21084365317094,3.80443779474821,2.52572864430826
2.9338568698359,2.97552956623647,2.07819075977818,5.37063802812766,1.31372366828506,1.59127394180643,2.96010509591084,7.12367278520461,2.28442112236637,2.00552585872967,2.62466859216316
3.66867674679642,2.84490938381941,1.97823903617067,5.29831736654804,3.50855589998265,2.4423470353692,2.88480071284671,6.00881318544259,2.70136121295141,2.98568193770049,2.91235066461494
2.77881927199042,2.73436750941958,1.96990565461153,4.7361984483945,3.48124008933569,2.90690105984738,3.3357695763397,5.11799381241676,2.68102152871429,3.13983261752775,2.97552956623647
3.8416005411316,2.50143595173921,1.54756250871601,5.05624580534831,3.47196645255036,2.28442112236637,3.00568260440716,7.19593722647557,1.12492959698548,0,0.672944473242426
3.92986292355648,3.18221184049661,0.916290731874155,5.30826769740121,3.41772668361337,1.80828877117927,2.46809953147162,7.15070145759253,0,0.488580014818671,0.0198026272961797
3.35340671782581,3.00568260440716,1.95160817016995,5.27299955856375,2.51769647261099,3.16547504814109,3.68887945411394,6.32256523992728,1.35840915763035,3.03974915897077,3.40784192438082
2.57261223020711,3.68887945411394,1.6094379124341,3.38099467434464,3.65065824129374,2.57261223020711,2.84490938381941,5.5683445037611,1.82616089594539,2.484906649788,1.82616089594539
3.88567903008854,3.11351530921037,2.1770218700187,4.54223038621422,3.87743156065853,3.48124008933569,3.92197333628131,7.1777824161952,0.0392207131532813,1.92424865227413,4.45201900649392
3.6163087612791,2.9704144655697,3.60549784517489,5.8636311755981,5.06259503302697,2.05027016437956,3.05870707271538,6.53958595561767,2.36085400111802,2.86220088092947,3.3178157727231
2.42480272571829,1.82616089594539,2.65324196460721,3.16547504814109,2.52572864430826,3.2846635654062,3.60549784517489,5.82894561761021,2.85070650150373,3.73289633953071,3.7864597824528
3.86702563949741,2.89591193827178,2.64617479738412,5.05624580534831,3.12236492448736,2.10413415427021,2.80336038090653,5.3890717298165,0,0,2.27521389619791
