"Raf","Mek","PLCg","PIP2","PIP3","Erk","Akt","PKA","PKC","p38","JNK"
3.27336401015227,2.58021682959233,2.1770218700187,2.90690105984738,4.07414185490458,1.88858365386359,2.83321334405622,6.02586597382531,2.83321334405622,3.80443779474821,3.68887945411394
3.58073729549423,2.80336038090653,2.50959926237837,2.82137888640921,2.09556092355972,2.92316158071916,3.48124008933569,5.8636311755981,1.21491274436427,2.80336038090653,4.11903717481247
4.0842942263686,3.7864597824528,2.68102152871429,2.32238772029023,2.56494935746154,2.70136121295141,3.48124008933569,5.99893656194668,2.43361335540045,3.4626060097908,2.9704144655697
4.29045944114839,4.41642806139121,3.13983261752775,2.60268968544438,0.254642218373581,1.7630170003624,2.46809953147162,6.26909628370626,2.61739583283408,3.35340671782581,3.13983261752775
3.51749783735832,2.98568193770049,1.6467336971778,2.27521389619791,3.21084365317094,3.04927304048202,3.8308129500026,5.72031177660741,1.53901544813755,3.24649099190117,4.39814601655377
2.9338568698359,1.32175583998232,2.86789890204411,3.09557760852371,2.3887627892351,2.47653840011748,3.24649099190117,6.41345895716736,2.61739583283408,3.89385903480047,4.05698877567833
3.80443779474821,3.59731226058845,2.34180580614733,4.88280192258637,2.79116510781272,2.15871472257434,2.88480071284671,6.72743172485086,2.70805020110221,3.58073729549423,2.89591193827178
3.85862222870103,2.70805020110221,2.68102152871429,3.41772668361337,2.86220088092947,3.00568260440716,3.81330703248899,6.14418563412565,1.86252854011626,3.19458313229916,2.99573227355399
4.64439089914137,4.11903717481247,2.36085400111802,3.04927304048202,3.73289633953071,2.4423470353692,3.15700042115011,6.09807428216624,3.37416870927424,4.11087386417331,3.23080439573347
3.04927304048202,3.06805293513362,0.631271776841858,5.32300997913841,3.77734810210154,2.58021682959233,4.90527477843843,5.36129216570943,2.68102152871429,3.2846635654062,4.61512051684126
2.79728133483015,2.79728133483015,2.67414864942653,2.83321334405622,2.41591377830105,3.08648663682246,3.54385368206368,6.10702288774225,3.01553490085017,3.80443779474821,3.18221184049661
4.30811095172371,3.13113691056019,2.01490302054226,2.7408400239252,3.26575941076705,3.03974915897077,3.59731226058845,5.96357934361845,3.4626060097908,4.26267987704132,3.56953269648137
4.44382703557933,3.67882911826043,2.18605127673809,4.17284762371004,2.45958884180371,1.89761985992753,2.50143595173921,6.26909628370626,2.88480071284671,3.7864597824528,4.77068462446567
3.60549784517489,3.37416870927424,1.6094379124341,2.20386912005489,2.7408400239252,2.88480071284671,2.88480071284671,5.99146454710798,2.68102152871429,3.72328088083127,5.01727983681492
3.37416870927424,3.18221184049661,2.32238772029023,2.77258872223978,3.8416005411316,2.1770218700187,1.97823903617067,6.21460809842219,2.27521389619791,2.94968833505258,2.06812778177956
3.91202300542815,2.62466859216316,2.47653840011748,2.58021682959233,2.42480272571829,2.89591193827178,3.32862668882732,5.97126183979046,4.02891675689965,4.34380542185368,0
3.26575941076705,3.2846635654062,3.05870707271538,2.3887627892351,2.68784749378469,2.20386912005489,3.63495111208838,4.48863636973214,3.68887945411394,4.18205014264121,0.350656871613169
3.67882911826043,3.64283551561253,2.35137525716348,4.52396013056255,3.12236492448736,3.3178157727231,3.44361809754611,5.40717177146012,2.80336038090653,3.42751468997953,2.03339760317843
3.41772668361337,2.98568193770049,2.01490302054226,4.89034912822175,2.75366071235426,2.94968833505258,3.58905911883173,5.76519110278484,3.18221184049661,3.6163087612791,2.84490938381941
3.89385903480047,2.80336038090653,2.58776403522771,4.94875989037817,3.24649099190117,3.43720781918519,4.12874598893943,6.56526497003536,2.65324196460721,3.31054301339402,3.09557760852371
3.65065824129374,2.18605127673809,2.42480272571829,4.45201900649392,2.88480071284671,2.4932054526027,3.58073729549423,6.73696695800186,2.484906649788,3.34638914516716,3.03974915897077
3.45315712059287,2.87919845729804,2.67414864942653,2.36085400111802,1.59127394180643,2.32238772029023,3.17387845893747,5.62040086571715,2.62466859216316,3.34638914516716,2.54160199346455
3.71357206670431,3.32862668882732,0,4.91998092582813,3.17387845893747,3.40784192438082,3.91202300542815,6.87212810133899,0,4.43438186500781,1.52822785700856
4.254193263164,3.9926809084456,2.73436750941958,3.19458313229916,2.55722731136763,2.2935443483419,3.32862668882732,6.10702288774225,3.58073729549423,4.54223038621422,3.87743156065853
4.254193263164,3.74242022104197,2.86789890204411,3.03974915897077,2.35137525716348,4.0842942263686,4.58700621536042,7.59135704669855,3.58073729549423,3.8308129500026,2.87919845729804
3.06805293513362,0,2.11384296839717,5.19849703126583,3.77734810210154,2.9338568698359,3.65065824129374,6.46769872610435,2.61006979274201,3.37416870927424,1.95160817016995
3.66867674679642,3.13983261752775,2.92316158071916,3.09557760852371,2.36085400111802,2.87919845729804,3.47196645255036,6.14418563412565,2.35137525716348,3.14845336057165,1.94304891677428
4.24563400976833,3.01553490085017,2.98568193770049,2.91235066461494,1.83418018511201,2.34180580614733,3.2188758248682,6.21460809842219,3.12236492448736,3.87743156065853,4.0842942263686
