"Raf","Mek","PLCg","PIP2","PIP3","Erk","Akt","PKA","PKC","p38","JNK"
2.68102152871429,2.92316158071916,2.90690105984738,2.79116510781272,1.15057202759882,1.51951320490611,2.81540871942271,6.16120732169508,1.92424865227413,3.26575941076705,3.35340671782581
2.84490938381941,3.67882911826043,2.71469474382088,2.60268968544438,1.870262530716,1.61938824328727,2.92316158071916,6.34035930372775,2.7408400239252,4.31748811353631,2.2935443483419
2.76000994003292,2.71469474382088,1.32175583998232,5.25227342804663,1.31372366828506,2.03339760317843,2.97552956623647,6.64639051484773,2.50143595173921,3.04927304048202,2.484906649788
2.23964529322017,2.68784749378469,2.11384296839717,4.31748811353631,2.77881927199042,2.79728133483015,3.06805293513362,5.53338948872752,2.55722731136763,3.62434093297637,0.693147180559945
2.28442112236637,1.79840401194672,0.792992515529661,5.18738580584075,3.03013370027132,3.29212628660779,3.31054301339402,5.95324333428778,2.31253542384721,3.11351530921037,1.71739505393919
2.26695791535089,2.36085400111802,3.65065824129374,4.01096295328305,3.09557760852371,1.73518911773966,2.56494935746154,5.53338948872752,2.45958884180371,2.15871472257434,2.79728133483015
3.51749783735832,2.97552956623647,2.18605127673809,3.34638914516716,3.03974915897077,1.92424865227413,2.9338568698359,7.0335064842877,2.87919845729804,3.20274644293832,1.66392609771817
2.9338568698359,2.97552956623647,4.22683374526818,5.32300997913841,2.85070650150373,2.96010509591084,3.44361809754611,5.72031177660741,1.96990565461153,2.87919845729804,1.7630170003624
3.66867674679642,2.84490938381941,4.39814601655377,5.32300997913841,3.37416870927424,2.98568193770049,3.31054301339402,5.84643877505772,2.27521389619791,2.98568193770049,2.94968833505258
2.77881927199042,2.73436750941958,2.45958884180371,2.79728133483015,2.26695791535089,1.98787434815435,2.47653840011748,6.25190388316589,3.56953269648137,4.16511363311031,3.08648663682246
3.8416005411316,2.50143595173921,2.43361335540045,3.40784192438082,4.15575319035074,1.57484646766448,2.41591377830105,6.38687931936265,1.93441576962958,2.79116510781272,1.90657514365664
3.92986292355648,3.18221184049661,1.11514159061932,6.19644412779452,4.38077585277223,3.56104608260405,3.7864597824528,6.30444880242198,2.60268968544438,3.27336401015227,2.47653840011748
3.35340671782581,3.00568260440716,2.23108909128898,2.4932054526027,1.14103300455206,2.64617479738412,2.84490938381941,6.36818718635049,1.45628673293993,2.97552956623647,4.30000279919529
2.57261223020711,3.68887945411394,2.87919845729804,2.47653840011748,1.52822785700856,1.84371920815877,3.81330703248899,6.97073007814353,3.18221184049661,3.7864597824528,2.30258509299405
3.88567903008854,3.11351530921037,3.29212628660779,6.24222326545517,5.03695260241363,2.57261223020711,3.06805293513362,6.72743172485086,3.32862668882732,4.36182392735636,3.48124008933569
3.6163087612791,2.9704144655697,2.82137888640921,2.82137888640921,0.518793793415168,2.86220088092947,3.43720781918519,6.28785856016178,3.03013370027132,3.8416005411316,2.66025953726586
2.42480272571829,1.82616089594539,2.83321334405622,2.58776403522771,0.207014169384326,2.23108909128898,2.66025953726586,6.12468339089421,2.7408400239252,3.37416870927424,2.65324196460721
3.86702563949741,2.89591193827178,1.7630170003624,3.86702563949741,1.87946504964716,2.68784749378469,2.98568193770049,4.45201900649392,2.92316158071916,3.86702563949741,3.27336401015227
2.86220088092947,3.38099467434464,2.34180580614733,2.68102152871429,1.39376637595859,3.37416870927424,3.56953269648137,5.80211837537706,2.4932054526027,3.23867845216438,3.06805293513362
3.64283551561253,3.02042488614436,1.88858365386359,2.88480071284671,3.17387845893747,2.42480272571829,3.3178157727231,6.85329909318608,3.18221184049661,3.85862222870103,2.87919845729804
